gamename,pop,ip,agent,qtd,cluster,client_id
uru-cri,spomp,186.204.73.31,a9660bb0ff694424cb86b10498a28bebfb050c73,1,1,9391
cam-cro,riomp,191.182.119.189,894af19d7638770229799ae0b5cb49e0cc462309,1,4,9392
sui-equ,riomp,177.85.72.2,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,7,9393
hon-sui_equ-fra,riomp,179.176.157.234,6a1661efe3c936b49a6eb0b7dfec8b1990904244,1,4,9394
bra-mex,spomp,187.74.3.30,219460d9be7caff720d11a53a01f58926d706c0c,1,4,9395
bel-alg,spomp,143.107.255.30,b2990bfa9e15fd2cc5b915281845342748fdabae,2,6,9396
arg-ira,spomp,177.97.233.196,b9125878cbb5567a73d3bc57d33519c5da8fbcda,1,2,9397
ger-por,spomp,189.36.199.134,e8d8fd74209cf056a34f1a1986f87bc12cde919a,2,3,9398
sko-bel_alg-rus,riomp,177.207.20.148,17c1e0f5c5cf799b48ce93447baabd6eb53e9d4a,1,2,9399
aus-spa_hol-chi,riomp,187.20.32.132,894af19d7638770229799ae0b5cb49e0cc462309,2,3,9400
sui-fra,spomp,179.186.232.103,219460d9be7caff720d11a53a01f58926d706c0c,1,1,9401
hol-arg,riomp,177.57.224.61,4333488ba798b74ec37051100efa275682d92d1c,1,2,9402
mex-cam,spomp,187.121.38.231,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,2,3,9403
cam-bra_cro-mex,spomp,179.81.26.232,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,1,2,9404
sko-alg,riomp,179.176.154.46,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,1,9405
ger-por,spomp,186.231.153.219,d4f09ab969f7263dd752040a91e66f34043b6e53,1,7,9406
bra-mex,spomp,189.15.214.87,cdc1ee33665b7784bf82a2c3e2d48f8db2743061,2,3,9407
mar-jap,spomp,177.81.115.198,894af19d7638770229799ae0b5cb49e0cc462309,2,3,9408
bel-alg,spomp,200.161.250.231,894af19d7638770229799ae0b5cb49e0cc462309,1,7,9409
bel-usa,spomp,179.177.247.65,4b4e7ff552142440214f219b752ac66fb32a30ea,1,2,9410
ger-por,spomp,187.37.242.71,42c0f3ec36c50316595b48f030ecd30631f7da5f,2,3,9411
fra-ale,riomp,189.24.24.187,a14c294e78da47b05b0f83156e6f72af0c4e26c1,1,2,9412
ira-nig,riomp,177.207.1.44,1e9888d75ec75974dd90d983c7b5bd5a096f9214,1,1,9413
cri-gre,spomp,177.160.165.177,4b52b6395ad87173d478d0a3cb3f410769d980bd,2,2,9414
spa-chi,spomp,189.114.74.41,2adfac9743580e39b6f9816adbf033d61bd7b31c,1,5,9415
ira-nig,riomp,187.59.113.34,42c0f3ec36c50316595b48f030ecd30631f7da5f,2,3,9416
bel-alg,spomp,186.203.192.101,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,3,3,9417
bel-alg,riomp,187.69.138.139,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,7,9418
uru-ing,riomp,177.183.97.233,894af19d7638770229799ae0b5cb49e0cc462309,1,1,9419
hol-arg,spomp,179.168.81.10,4b723bc76078b472150c2549ad9db4013d41da21,1,2,9420
fra-hon,riomp,179.197.199.184,a9660bb0ff694424cb86b10498a28bebfb050c73,1,1,9421
sui-equ,riomp,201.79.123.121,f9df8effe7623190c79258d1ab41c820f143eb0d,1,1,9422
ger-por,spomp,187.121.91.139,1688905d6b7437cd5c01be0f30d0e90ddfacd5f8,1,5,9423
sko-alg,riomp,200.149.16.67,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,4,9424
spa-hol,riomp,187.61.218.218,42c0f3ec36c50316595b48f030ecd30631f7da5f,2,6,9425
spa-chi,spomp,177.134.73.102,894af19d7638770229799ae0b5cb49e0cc462309,1,5,9426
spa-chi,spomp,179.96.133.198,966b32dc36f0287ae81c36d26f26d70f6ca0f9dc,2,2,9427
ger-por,riomp,177.59.94.250,42c5d6a9cd00dc7a34fa70231ea4360f26c75906,1,5,9428
mar-jap,riomp,187.122.217.42,894af19d7638770229799ae0b5cb49e0cc462309,1,1,9429
aus-spa_hol-chi,spomp,177.66.31.2,42c5d6a9cd00dc7a34fa70231ea4360f26c75906,6,3,9430
nig-bos,spomp,187.11.143.119,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,5,9431
col-mar,spomp,187.19.0.42,e2e64ee84c4d54ab2ce3b3db4ff8f82ba9b59106,6,3,9432
aus-hol,riomp,191.194.175.248,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,1,2,9433
aus-spa_hol-chi,riomp,191.178.3.120,894af19d7638770229799ae0b5cb49e0cc462309,1,1,9434
sui-fra,riomp,150.165.75.101,6336ced8da165d0fdb2a2bdc1a129014d37a06cc,1,4,9435
sko-alg,spomp,191.180.145.246,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,1,2,9436
spa-hol,spomp,179.160.252.161,726cc80fc4971c86570a638e7882a8a41fd953de,3,2,9437
ger-por,spomp,189.19.249.81,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,1,7,9438
sui-equ,spomp,177.139.117.195,cdc1ee33665b7784bf82a2c3e2d48f8db2743061,1,7,9439
sko-alg,riomp,200.149.198.35,894af19d7638770229799ae0b5cb49e0cc462309,2,6,9440
aus-hol,riomp,189.48.88.107,dc135cc7a47568ea900ecd3b961a46f9dc3a15c8,2,6,9441
ger-por,spomp,177.19.184.50,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,2,2,9442
gha-usa,spomp,177.2.131.133,9b04140eb5ba4a05fd355e215af2888fc5562b50,3,3,9443
aus-hol,spomp,177.103.224.34,894af19d7638770229799ae0b5cb49e0cc462309,1,7,9444
bra-chi,spomp,187.58.86.217,122b98c0e6ea3a4d83d703b793a953b718c24c50,2,2,9445
aus-hol,riomp,177.98.137.201,3813e6fd95c2b55929af31e19076d7993d40cfb6,1,4,9446
bra-hol,spomp,179.209.38.123,aa739e3aaaa1fbfc8667bb26120e9930df881a82,3,3,9447
aus-hol,spomp,177.135.83.2,894af19d7638770229799ae0b5cb49e0cc462309,4,3,9448
spa-chi,spomp,177.131.177.206,42c0f3ec36c50316595b48f030ecd30631f7da5f,3,3,9449
gha-usa,riomp,179.222.215.80,ab9591d1bbbd6a90cafd4720c1838e9d181a40ba,1,4,9450
sui-equ,riomp,200.199.181.190,cdc1ee33665b7784bf82a2c3e2d48f8db2743061,1,7,9451
usa-por,riomp,201.19.33.179,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,2,3,9452
uru-cri,spomp,187.74.184.19,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,1,7,9453
bra-cro,spomp,201.93.84.154,894af19d7638770229799ae0b5cb49e0cc462309,1,4,9454
ger-por,riomp,179.180.80.236,cdc1ee33665b7784bf82a2c3e2d48f8db2743061,1,5,9455
spa-chi,spomp,201.83.7.184,894af19d7638770229799ae0b5cb49e0cc462309,1,5,9456
aus-spa_hol-chi,spomp,177.97.78.125,42c0f3ec36c50316595b48f030ecd30631f7da5f,2,6,9457
mex-cam,spomp,201.13.114.128,894af19d7638770229799ae0b5cb49e0cc462309,1,4,9458
arg-ira,riomp,186.241.11.206,894af19d7638770229799ae0b5cb49e0cc462309,1,4,9459
arg-sui,spomp,186.225.118.109,ae673b88a9a85c89f8e86d122fb0cae345e89777,1,2,9460
aus-spa_hol-chi,riomp,191.176.207.18,9b4510ded13c04094d3576666ccd0c8f1d173d54,2,6,9461
aus-hol,spomp,186.212.26.90,e8d8fd74209cf056a34f1a1986f87bc12cde919a,3,6,9462
sui-fra,riomp,191.207.139.50,7152592bfba74946b3b461b2847c762a13c9b610,1,2,9463
uru-ing,riomp,189.1.61.170,ae673b88a9a85c89f8e86d122fb0cae345e89777,1,2,9464
ita-cri,riomp,186.237.166.255,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,4,9465
ger-por,spomp,177.139.251.232,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,7,9466
hol-arg,riomp,179.162.69.215,8a56767dccf0081b1ef611bca52a59e371f28c8e,1,2,9467
ger-por,spomp,201.54.240.156,9aaf7078aecc22efc779cbaa688fa0b2f6c8542f,3,3,9468
cri-ing_ita-uru,spomp,191.28.250.89,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,1,2,9469
bra-mex,riomp,187.127.223.115,4991a63a755c0a1f2acd6ac162d06058945efe42,3,3,9470
bra-hol,spomp,187.37.40.238,4333488ba798b74ec37051100efa275682d92d1c,3,2,9471
cam-bra_cro-mex,riomp,200.220.254.23,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,5,3,9472
spa-hol,riomp,200.254.1.2,c9e9542c99966d8bebfd3672f01697db2fcbf95f,2,3,9473
aus-hol,spomp,187.38.42.229,d1e6984f8c6ffaf9f82a71be43ba3aef583cda3b,1,2,9474
ger-por,spomp,187.87.151.36,894af19d7638770229799ae0b5cb49e0cc462309,7,3,9475
gha-usa,spomp,177.174.25.195,ae673b88a9a85c89f8e86d122fb0cae345e89777,1,2,9476
ira-nig,spomp,201.52.194.134,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,1,4,9477
spa-hol,spomp,177.42.45.165,894af19d7638770229799ae0b5cb49e0cc462309,1,4,9478
spa-chi,riomp,189.28.128.241,c40a1a4c63dc22a36a4dacec0e35e80139000959,1,7,9479
ira-nig,riomp,179.215.74.92,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,1,9480
fra-hon,spomp,187.108.22.132,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,1,4,9481
spa-hol,riomp,177.179.46.162,1688905d6b7437cd5c01be0f30d0e90ddfacd5f8,2,3,9482
fra-hon,spomp,201.81.80.95,b2990bfa9e15fd2cc5b915281845342748fdabae,1,1,9483
ger-por,spomp,187.35.159.77,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,3,3,9484
bel-alg,spomp,200.160.147.42,894af19d7638770229799ae0b5cb49e0cc462309,1,7,9485
cam-cro,spomp,187.73.131.2,b2990bfa9e15fd2cc5b915281845342748fdabae,2,3,9486
bel-alg,spomp,179.227.11.189,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,1,2,9487
spa-hol,spomp,177.19.245.56,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,1,7,9488
mex-cam,spomp,177.132.43.223,42c0f3ec36c50316595b48f030ecd30631f7da5f,3,3,9489
ita-cri,spomp,187.112.197.218,b2990bfa9e15fd2cc5b915281845342748fdabae,1,7,9490
usa-ger_por-gha,spomp,187.62.19.195,a14c294e78da47b05b0f83156e6f72af0c4e26c1,1,2,9491
uru-ing,riomp,179.179.20.196,894af19d7638770229799ae0b5cb49e0cc462309,3,6,9492
hon-sui_equ-fra,spomp,187.75.198.32,aa739e3aaaa1fbfc8667bb26120e9930df881a82,1,4,9493
aus-spa_hol-chi,spomp,177.159.76.222,dc135cc7a47568ea900ecd3b961a46f9dc3a15c8,1,4,9494
bra-cro,riomp,187.106.150.75,42c5d6a9cd00dc7a34fa70231ea4360f26c75906,4,6,9495
arg-ira,spomp,177.106.149.133,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,1,9496
spa-hol,spomp,177.154.104.18,7e43a6a5d5e9583482f19ca50040533c9eec9675,1,7,9497
spa-chi,riomp,189.48.119.122,894af19d7638770229799ae0b5cb49e0cc462309,1,5,9498
arg-bos,spomp,179.99.228.46,8a56767dccf0081b1ef611bca52a59e371f28c8e,3,2,9499
spa-hol,riomp,201.8.7.39,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,1,4,9500
mex-cam,riomp,201.82.42.230,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,1,1,9501
mex-cam,riomp,179.211.228.192,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,7,9502
spa-hol,spomp,177.75.194.145,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,1,7,9503
ger-por,spomp,187.11.210.154,42c0f3ec36c50316595b48f030ecd30631f7da5f,2,3,9504
sko-alg,riomp,179.179.221.172,2adfac9743580e39b6f9816adbf033d61bd7b31c,1,1,9505
ger-por,riomp,186.205.193.28,cdc1ee33665b7784bf82a2c3e2d48f8db2743061,1,5,9506
cam-cro,riomp,200.172.102.38,894af19d7638770229799ae0b5cb49e0cc462309,1,4,9507
spa-hol,spomp,200.158.220.247,8bc0ab73fa7f0980b3ed06301a25aaa6281eeacd,1,2,9508
usa-por,riomp,177.107.228.216,526e00b32d9583488dd56b666e48bae9f5e7eab1,1,2,9509
ger-por,riomp,177.42.250.187,a9660bb0ff694424cb86b10498a28bebfb050c73,2,3,9510
bra-mex,spomp,179.133.198.167,f698abacfcca66505fce9323efe50ca0cd65e2c4,1,2,9511
spa-chi,riomp,189.42.248.194,dc135cc7a47568ea900ecd3b961a46f9dc3a15c8,2,3,9512
hol-cri,riomp,191.63.121.20,8bc0ab73fa7f0980b3ed06301a25aaa6281eeacd,1,2,9513
nig-arg_bos-ira,riomp,191.176.104.115,24ef882f1152e03c0b494b9d9ae53f4b315e2397,1,2,9514
ira-nig,spomp,201.23.73.154,cdc1ee33665b7784bf82a2c3e2d48f8db2743061,1,4,9515
spa-hol,riomp,200.222.187.134,55efde50856b21f45aa4ea38a7358e8752aa9980,1,4,9516
aus-hol,spomp,187.5.68.69,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,1,4,9517
bel-rus,spomp,187.4.46.62,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,1,7,9518
nig-arg_bos-ira,riomp,189.12.139.0,23156a1b26530aa4b55eb06cf3a98d6efcc3d1a6,3,2,9519
aus-hol,spomp,177.206.211.143,42c0f3ec36c50316595b48f030ecd30631f7da5f,2,6,9520
ita-cri,riomp,189.122.161.133,9b04140eb5ba4a05fd355e215af2888fc5562b50,1,1,9521
rus-sko,riomp,200.165.31.38,894af19d7638770229799ae0b5cb49e0cc462309,1,4,9522
aus-spa_hol-chi,spomp,177.67.253.33,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,2,3,9523
chi-aus,spomp,189.108.57.227,219460d9be7caff720d11a53a01f58926d706c0c,1,4,9524
spa-hol,spomp,201.52.124.109,b558d60149224b5ca2955c88df85f7c81edf3c00,1,2,9525
sui-fra,riomp,201.80.58.135,894af19d7638770229799ae0b5cb49e0cc462309,1,7,9526
spa-chi,spomp,177.152.187.214,dc135cc7a47568ea900ecd3b961a46f9dc3a15c8,1,7,9527
aus-hol,spomp,187.4.205.73,2b37a1c9bb4ef4494c5d549b28f3e231639f526d,1,4,9528
cam-cro,spomp,201.69.138.19,894af19d7638770229799ae0b5cb49e0cc462309,1,4,9529
bra-hol,spomp,201.54.230.154,fb79633e9e4f1bce19868490713674e3212d92d5,1,2,9530
sko-alg,riomp,186.205.242.74,9ed46b78797cf2cba5294a14e57b6ec1d9e31d2e,1,2,9531
fra-hon,riomp,187.85.250.249,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,4,9532
mex-cam,spomp,200.206.101.226,9134a0901a6b42739af20392341295915292b0e9,1,7,9533
arg-ira,riomp,177.158.32.54,894af19d7638770229799ae0b5cb49e0cc462309,2,6,9534
spa-chi,spomp,189.31.49.159,894af19d7638770229799ae0b5cb49e0cc462309,2,3,9535
ger-por,riomp,186.205.73.24,34f90fa7d6a77267e4723a932217e6cc4a52b074,3,2,9536
uru-ing,riomp,179.217.39.194,894af19d7638770229799ae0b5cb49e0cc462309,1,1,9537
arg-bos,spomp,179.252.15.76,894af19d7638770229799ae0b5cb49e0cc462309,1,7,9538
bel-rus,riomp,187.13.143.44,770c58ba6850417a0a94f183149f17134e9ebd10,2,6,9539
ger-por,spomp,200.196.224.242,7be6ae00582ec845b076e0b33ae145ab62d13449,1,4,9540
arg-bos,riomp,189.106.142.57,894af19d7638770229799ae0b5cb49e0cc462309,2,6,9541
hon-equ,spomp,187.6.17.77,b2990bfa9e15fd2cc5b915281845342748fdabae,2,3,9542
spa-chi,riomp,189.13.86.90,894af19d7638770229799ae0b5cb49e0cc462309,1,7,9543
spa-chi,riomp,177.34.147.160,894af19d7638770229799ae0b5cb49e0cc462309,1,7,9544
spa-hol,riomp,201.59.159.92,6e1c38356769095ad76267f9edb43ddae2af1491,1,4,9545
col-mar,spomp,201.88.246.248,b2990bfa9e15fd2cc5b915281845342748fdabae,1,4,9546
sui-equ,spomp,187.112.65.5,b2990bfa9e15fd2cc5b915281845342748fdabae,1,1,9547
mex-cam,riomp,186.244.221.135,e07cc98c525e696789fa2fe27b125bb2d25b2491,1,7,9548
aus-hol,riomp,187.65.185.159,c0236d31153b6421284a662ed5ad11fb2d50db0f,1,2,9549
mex-cam,spomp,187.113.23.63,894af19d7638770229799ae0b5cb49e0cc462309,1,7,9550
ger-por,riomp,187.104.215.75,e8d8fd74209cf056a34f1a1986f87bc12cde919a,2,3,9551
bel-usa,riomp,177.207.136.243,259d48b6a28c881e9d0bb75976c0b0517fb2a41a,2,6,9552
spa-hol,riomp,177.177.31.83,42c0f3ec36c50316595b48f030ecd30631f7da5f,3,3,9553
nig-bos,spomp,191.17.55.52,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,7,9554
aus-spa_hol-chi,spomp,164.85.6.21,6e1c38356769095ad76267f9edb43ddae2af1491,1,7,9555
arg-sui,spomp,201.83.81.127,d1e6984f8c6ffaf9f82a71be43ba3aef583cda3b,6,2,9556
uru-ing,riomp,179.213.161.193,6a1661efe3c936b49a6eb0b7dfec8b1990904244,3,6,9557
cam-cro,spomp,189.100.51.128,38603bb00d1ec09f77f331dc60e73ffc723ef276,1,4,9558
jap-gre,spomp,191.197.156.229,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,2,2,9559
cam-bra_cro-mex,spomp,179.125.66.192,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,4,9560
mex-cam,spomp,189.41.89.89,38603bb00d1ec09f77f331dc60e73ffc723ef276,1,7,9561
uru-cri,riomp,189.70.98.197,4991a63a755c0a1f2acd6ac162d06058945efe42,1,7,9562
sko-bel_alg-rus,spomp,201.26.215.1,38ff28a4cc45b6f0c668ca5b8aea29d0315d5c4d,1,5,9563
uru-cri,spomp,189.112.214.12,b2990bfa9e15fd2cc5b915281845342748fdabae,2,3,9564
uru-ing,spomp,177.200.80.242,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,4,9565
sui-equ,spomp,186.220.162.88,894af19d7638770229799ae0b5cb49e0cc462309,1,4,9566
aus-hol,spomp,186.215.113.130,42c5d6a9cd00dc7a34fa70231ea4360f26c75906,4,3,9567
spa-chi,riomp,191.183.216.254,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,2,3,9568
bra-mex,spomp,189.79.246.24,e8d8fd74209cf056a34f1a1986f87bc12cde919a,2,3,9569
cam-bra_cro-mex,riomp,177.99.168.156,cb060b016d74291d044195769b0b72a6e3fe94d3,1,4,9570
aus-spa_hol-chi,spomp,177.200.72.27,894af19d7638770229799ae0b5cb49e0cc462309,1,4,9571
bel-usa,riomp,201.8.119.154,6a1661efe3c936b49a6eb0b7dfec8b1990904244,1,7,9572
jap-gre,spomp,177.18.228.96,219460d9be7caff720d11a53a01f58926d706c0c,2,6,9573
ger-por,riomp,201.29.10.42,e8d8fd74209cf056a34f1a1986f87bc12cde919a,4,3,9574
ale-arg,riomp,177.12.48.67,6c125df8ea53efe217ef2cafba93beb02c6f661c,1,2,9575
sui-equ,riomp,187.127.86.241,38603bb00d1ec09f77f331dc60e73ffc723ef276,2,6,9576
mex-cam,riomp,200.216.109.16,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,1,1,9577
cam-cro,riomp,200.222.161.218,b2990bfa9e15fd2cc5b915281845342748fdabae,1,1,9578
arg-bos,riomp,201.78.4.198,894af19d7638770229799ae0b5cb49e0cc462309,2,6,9579
spa-hol,riomp,179.176.127.93,b2990bfa9e15fd2cc5b915281845342748fdabae,1,4,9580
bel-alg,spomp,186.203.215.220,2adfac9743580e39b6f9816adbf033d61bd7b31c,1,4,9581
nig-bos,riomp,201.51.55.37,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,1,2,9582
spa-hol,riomp,189.107.73.232,894af19d7638770229799ae0b5cb49e0cc462309,1,1,9583
eng-ita,riomp,189.25.182.125,cdc1ee33665b7784bf82a2c3e2d48f8db2743061,1,7,9584
bel-alg,spomp,177.159.147.53,b2990bfa9e15fd2cc5b915281845342748fdabae,1,7,9585
aus-spa_hol-chi,riomp,189.70.81.111,b2990bfa9e15fd2cc5b915281845342748fdabae,1,7,9586
arg-sui,riomp,177.182.166.254,ae673b88a9a85c89f8e86d122fb0cae345e89777,1,2,9587
fra-hon,spomp,143.106.43.43,894af19d7638770229799ae0b5cb49e0cc462309,3,6,9588
bra-cro,spomp,201.67.183.78,e4ca6fe304700ab709987787f0724acfbe9ba015,1,4,9589
ale-alg,spomp,201.24.193.175,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,1,9590
bra-col,spomp,187.101.30.161,4333488ba798b74ec37051100efa275682d92d1c,5,2,9591
cam-bra_cro-mex,spomp,189.27.152.205,77b1f224683a470ffd09da8ab92d2c482c599da5,4,3,9592
aus-hol,spomp,201.54.185.20,b2990bfa9e15fd2cc5b915281845342748fdabae,1,7,9593
usa-por,riomp,189.106.146.59,72e119ab509aedb17a35d93e33c76a1d29abefbe,1,2,9594
ita-cri,riomp,177.40.244.171,894af19d7638770229799ae0b5cb49e0cc462309,4,6,9595
bel-rus,spomp,187.53.11.151,894af19d7638770229799ae0b5cb49e0cc462309,1,4,9596
arg-ira,riomp,179.179.42.228,37bdd4012d6928efb02528d6cb46db9af5f244f0,1,2,9597
aus-spa_hol-chi,spomp,187.103.244.22,894af19d7638770229799ae0b5cb49e0cc462309,2,3,9598
uru-ing,spomp,189.110.124.204,7a6ea9f61bf602d6fe98d83e821c6200081c5e66,2,3,9599
ger-por,riomp,189.2.149.50,9aaf7078aecc22efc779cbaa688fa0b2f6c8542f,3,3,9600
cam-bra_cro-mex,spomp,201.43.165.108,894af19d7638770229799ae0b5cb49e0cc462309,2,3,9601
aus-hol,spomp,187.108.34.98,9b04140eb5ba4a05fd355e215af2888fc5562b50,2,3,9602
spa-chi,spomp,200.204.162.149,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,1,1,9603
bel-alg,spomp,179.111.252.216,894af19d7638770229799ae0b5cb49e0cc462309,3,3,9604
spa-chi,spomp,200.19.250.250,6179d9eb08e3093f2f81ca10728a7efffb2f61ac,2,3,9605
ale-arg,spomp,189.97.128.109,735aa01a1f6d12bfc29bcd4f4751720c31cbd660,2,2,9606
ger-por,riomp,179.199.231.220,894af19d7638770229799ae0b5cb49e0cc462309,1,7,9607
cam-bra_cro-mex,riomp,189.61.107.94,894af19d7638770229799ae0b5cb49e0cc462309,1,7,9608
ger-gha,riomp,201.9.202.121,a9660bb0ff694424cb86b10498a28bebfb050c73,1,1,9609
fra-hon,spomp,201.68.218.17,42c0f3ec36c50316595b48f030ecd30631f7da5f,2,3,9610
spa-hol,spomp,177.0.57.4,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,4,9611
bel-usa,riomp,187.24.76.123,89215e42ce1f68900d8fff2b9d9f219b234a8658,1,2,9612
spa-hol,spomp,177.157.21.88,a9660bb0ff694424cb86b10498a28bebfb050c73,1,1,9613
arg-bos,riomp,200.150.25.33,ab9591d1bbbd6a90cafd4720c1838e9d181a40ba,4,6,9614
mex-cam,spomp,189.26.226.234,cdc1ee33665b7784bf82a2c3e2d48f8db2743061,1,4,9615
eng-ita,spomp,177.158.68.110,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,1,1,9616
arg-sui,riomp,179.210.163.175,34b0e47262ff9020db401d7933f3eb55932eb832,1,2,9617
aus-hol,riomp,201.21.73.182,b2990bfa9e15fd2cc5b915281845342748fdabae,1,7,9618
bra-cro,riomp,187.66.181.202,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,1,5,9619
fra-hon,riomp,186.244.189.206,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,4,9620
usa-por,spomp,191.18.149.225,b2990bfa9e15fd2cc5b915281845342748fdabae,4,3,9621
cam-bra_cro-mex,riomp,201.8.206.243,c5af2659ef62eb871b6777fec1e9bf9a3b4e0b75,1,7,9622
ger-por,riomp,189.27.27.213,b2990bfa9e15fd2cc5b915281845342748fdabae,2,3,9623
bel-alg,riomp,187.14.214.153,39af37d86a703ef1ca43a29654a6a561b2eaccc1,1,1,9624
arg-ira,spomp,179.110.225.120,fb79633e9e4f1bce19868490713674e3212d92d5,2,2,9625
cam-bra_cro-mex,spomp,201.42.42.4,bbe4b7336e23aed945c9f6b88135e9369220a7aa,1,4,9626
arg-bos,spomp,186.249.153.101,894af19d7638770229799ae0b5cb49e0cc462309,1,4,9627
col-gre,spomp,179.130.32.229,a14c294e78da47b05b0f83156e6f72af0c4e26c1,1,2,9628
cam-bra_cro-mex,riomp,187.14.222.127,42c0f3ec36c50316595b48f030ecd30631f7da5f,2,6,9629
bel-alg,riomp,186.212.160.251,b2990bfa9e15fd2cc5b915281845342748fdabae,1,1,9630
cam-cro,spomp,200.169.247.162,2307265f90098b359841da55a913ea329447e5fb,2,6,9631
cam-cro,riomp,177.158.108.32,98baa0ff56188180d72003c664d3928a2c4c3118,1,7,9632
spa-chi,spomp,186.216.160.78,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,1,7,9633
ger-por,riomp,201.47.150.43,42c0f3ec36c50316595b48f030ecd30631f7da5f,3,3,9634
cam-cro,riomp,179.235.47.251,894af19d7638770229799ae0b5cb49e0cc462309,2,3,9635
sui-equ,riomp,187.112.15.178,d908dfafbf0541f38a44ac4c094507ce5c0bf4a6,1,4,9636
uru-ing,spomp,177.148.172.211,159cab7e4b5ca9c14b59f8a3fcfd1d9b8c7a3fb1,1,1,9637
eng-ita,spomp,179.208.55.91,42c5d6a9cd00dc7a34fa70231ea4360f26c75906,5,6,9638
mex-cam,riomp,201.79.155.203,2aefe6a4a5b36b50c601c7faae293ebcc1633a52,1,4,9639
bra-mex,spomp,189.75.253.248,39af37d86a703ef1ca43a29654a6a561b2eaccc1,1,1,9640
ale-arg,spomp,177.110.43.254,5384a8df7b1724880dcd2196684de136282c1954,1,2,9641
sui-fra,riomp,187.19.119.186,894af19d7638770229799ae0b5cb49e0cc462309,1,4,9642
spa-chi,riomp,177.159.169.217,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,7,9643
cam-bra_cro-mex,spomp,189.111.69.15,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,1,4,9644
ger-gha,spomp,186.211.165.194,f56859f20191c9e781b35333c7f8088f2311b4e6,6,3,9645
mar-jap,riomp,191.45.46.241,d7e06babf5c69b97e2e660ef92907f81c14ed7dc,2,2,9646
arg-sui,spomp,201.62.50.29,6a1661efe3c936b49a6eb0b7dfec8b1990904244,2,3,9647
usa-ger_por-gha,spomp,187.63.91.204,a14c294e78da47b05b0f83156e6f72af0c4e26c1,3,2,9648
aus-spa_hol-chi,spomp,200.206.180.230,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,4,2,9649
mex-cam,riomp,189.48.85.132,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,3,3,9650
ita-cri,spomp,201.47.255.247,9b04140eb5ba4a05fd355e215af2888fc5562b50,1,4,9651
ger-por,riomp,186.206.240.232,894af19d7638770229799ae0b5cb49e0cc462309,1,5,9652
arg-ira,spomp,177.132.42.120,a14c294e78da47b05b0f83156e6f72af0c4e26c1,1,2,9653
ger-por,spomp,189.74.79.46,b2990bfa9e15fd2cc5b915281845342748fdabae,3,3,9654
